benchmark,benchmark_split,item_id,model,model_id,condition,condition_name,frame_family,frame_placement,family,difficulty,domain,setting_type,dissociation_target,gold_heart_worse,gold_act_worse,j1_heart_correct,j1_act_correct,j2_heart_correct,j2_act_correct,heart_revision,act_revision,any_revision,heart_revision_toward_gold,heart_revision_away_from_gold,act_revision_toward_gold,act_revision_away_from_gold,explanation_christianization_score,explanation_direct_frame_echo_rate,explanation_heart_semantic_rate_inclusive,explanation_heart_semantic_rate_controlled,explanation_act_semantic_rate,explanation_heart_focus_inclusive,explanation_heart_focus_controlled,explanation_structure_score,explanation_structure_density,explanation_token_count,n_prompt_variants,j1_heart_worse,j1_act_worse,j2_heart_worse,j2_act_worse
heartbench_v2,main,hbv2_fabm_006,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0,0.75,0.0547945205479452,73.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_006,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_006,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.0,0.015384615384615385,0.015384615384615385,-0.015384615384615385,0.75,0.06153846153846154,65.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_006,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.015625,0.0,0.03125,0.015625,0.03125,0.0,-0.015625,0.75,0.0625,64.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_006,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.017857142857142856,0.0,0.017857142857142856,0.0,-0.017857142857142856,0.75,0.16071428571428573,56.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_006,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057971014492753624,0.057971014492753624,0.07246376811594203,0.014492753623188406,0.028985507246376812,0.043478260869565216,-0.014492753623188406,1.0,0.14492753623188406,69.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_006,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.03508771929824561,0.017543859649122806,0.07017543859649122,0.017543859649122806,1.0,0.14035087719298245,57.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_006,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,1.0,0.0,,,,,,,,,,,,,,,,,,,,1,B,B,,
heartbench_v2,main,hbv2_fabm_006,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.028985507246376812,0.043478260869565216,0.0,0.043478260869565216,0.0,-0.043478260869565216,0.5,0.08695652173913043,69.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_006,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,workplace,private,True,B,A,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.0,-0.03225806451612903,0.75,0.0967741935483871,62.0,1,B,A,A,B
heartbench_v2,main,hbv2_fabm_008,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,-0.02857142857142857,0.5,0.05714285714285714,35.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.04,0.04,0.05333333333333334,0.013333333333333334,0.02666666666666667,0.02666666666666667,-0.013333333333333334,0.5,0.06666666666666667,75.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.125,0.125,0.125,0.025,0.025,0.1,0.0,0.75,0.125,40.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_008,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.01694915254237288,0.05084745762711865,0.03389830508474576,0.0,0.06779661016949153,-0.03389830508474576,-0.06779661016949153,1.0,0.1016949152542373,59.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.041666666666666664,24.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,community,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.01818181818181818,0.03636363636363636,-0.01818181818181818,-0.01818181818181818,0.75,0.14545454545454545,55.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,community,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.08928571428571429,0.10714285714285714,0.017857142857142856,0.017857142857142856,0.08928571428571429,0.0,1.0,0.125,56.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,community,public,True,B,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.031746031746031744,0.047619047619047616,0.015873015873015872,0.047619047619047616,0.0,-0.031746031746031744,1.0,0.14285714285714285,63.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_008,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,community,public,True,B,A,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,B,A,,
heartbench_v2,main,hbv2_fabm_008,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,community,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.025,0.025,0.0,0.025,0.0,-0.025,0.75,0.125,80.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_008,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,community,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.06,-0.06,0.75,0.1,50.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_009,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,workplace,private,True,A,B,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,-0.02127659574468085,0.75,0.1276595744680851,47.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_009,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,workplace,private,True,A,B,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.0,-0.02564102564102564,0.75,0.07692307692307693,39.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_009,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,workplace,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,-0.04918032786885246,-0.04918032786885246,0.5,0.04918032786885246,61.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_009,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,workplace,private,True,A,B,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_009,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,workplace,private,True,A,B,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.5,0.07407407407407407,27.0,1,A,B,B,A
